Name_x,NameASCII,Pro,FangraphsId,PTS,PTS/G,VORP,isRP,EspnId,TJ,Level,Yrs,Cost,Note,contractType,EspnId_y,Name_y,Espn_proj,C,1B,2B,3B,SS,OF,Util,SP,RP,P,DefaultPos,PosStr,Projected $
Luis Severino,Luis Severino,ATH,15890,374.99,12.94,49.051000000000045,False,33263,Dip City Thunder,AAA,0,AAA opt,,AAA opt,33263,Luis Severino,436.0,False,False,False,False,False,False,False,True,False,True,SP,SP,5.150355000000005
James Wood,James Wood,WSN,29518,480.0,3.49,60.10000000000002,False,4918256,Bayou Shooters,AA,8,$1.00,,contract,4918256,James Wood,493.0,False,False,False,False,False,True,True,False,False,False,OF,OF,5.108500000000002
Ozzie Albies,Ozzie Albies,ATL,16556,479.0,3.31,59.10000000000002,False,33783,FA,MLB,1,$1.00,,contract,33783,Ozzie Albies,486.0,False,False,True,False,False,False,True,False,False,False,2B,2B,5.023500000000002
Michael Harris II,Michael Harris II,ATL,25931,478.0,3.4,58.10000000000002,False,42470,Ryno World,MLB,1,$1.00,@,pre-arb,42470,Michael Harris II,466.0,False,False,False,False,False,True,True,False,False,False,OF,OF,4.938500000000002
Jose Altuve,Jose Altuve,HOU,5417,478.0,3.35,58.10000000000002,False,31662,FA,MLB,1,$1.00,,contract,31662,Jose Altuve,547.0,False,False,True,False,False,False,True,False,False,False,2B,2B,4.938500000000002
Robert Suarez,Robert Suarez,SDP,30115,427.26,7.29,88.86199999999997,True,4148749,FA,MLB,1,$1.00,,contract,4148749,Robert Suarez,525.0,False,False,False,False,False,False,False,False,True,True,RP,RP,4.887409999999998
Grayson Rodriguez,Grayson Rodriguez,BAL,24492,372.38,16.18,46.44100000000003,False,41196,Midtown Jaguars,AA,U,$-,,AA,41196,Grayson Rodriguez,449.0,False,False,False,False,False,False,False,True,False,True,SP,SP,4.876305000000003
Alex Bregman,Alex Bregman,BOS,17678,476.0,3.27,56.10000000000002,False,34886,Detroit Nittany Tide,MLB,1,$6.50,,contract,34886,Alex Bregman,499.0,False,False,False,True,False,False,True,False,False,False,3B,3B,4.768500000000002
Sean Manaea,Sean Manaea,NYM,15873,371.1,14.54,45.16100000000006,False,33244,FA,MLB,1,$1.00,,contract,33244,Sean Manaea,444.0,False,False,False,False,False,False,False,True,False,True,SP,SP,4.741905000000006
JP Sears,JP Sears,ATH,23429,370.03,12.53,44.09100000000001,False,39818,FA,MLB,1,$1.00,,contract,39818,JP Sears,341.0,False,False,False,False,False,False,False,True,False,True,SP,SP,4.629555000000001
Randy Arozarena,Randy Arozarena,SEA,19290,474.0,3.25,54.10000000000002,False,36488,FA,MLB,1,$1.00,,contract,36488,Randy Arozarena,500.0,False,False,False,False,False,True,True,False,False,False,OF,OF,4.598500000000002
Lawrence Butler,Lawrence Butler,ATH,22542,474.0,3.23,54.10000000000002,False,4917919,FA,,,,,,4917919,Lawrence Butler,469.0,False,False,False,False,False,True,True,False,False,False,OF,OF,4.598500000000002
Riley Greene,Riley Greene,DET,25976,473.0,3.32,53.10000000000002,False,42179,Structure Fire,MLB,1,$1.00,@,pre-arb,42179,Riley Greene,483.0,False,False,False,False,False,True,True,False,False,False,OF,OF,4.513500000000002
Taylor Ward,Taylor Ward,LAA,17548,473.0,3.18,53.10000000000002,False,34923,FA,MLB,1,$1.00,,contract,34923,Taylor Ward,483.0,False,False,False,False,False,True,True,False,False,False,OF,OF,4.513500000000002
Jesús Luzardo,Jesus Luzardo,PHI,19959,368.86,11.89,42.92100000000005,False,39667,Structure Fire,MLB,3,$2.00,,contract,39667,Jesus Luzardo,325.0,False,False,False,False,False,False,False,True,False,True,SP,SP,4.506705000000005
Corey Seager,Corey Seager,TEX,13624,472.0,3.73,52.10000000000002,False,32691,Country Strong,MLB,1,$7.50,,contract,32691,Corey Seager,521.0,False,False,False,False,True,False,True,False,False,False,SS,SS,4.428500000000002
Nestor Cortes,Nestor Cortes,MIL,17874,367.52,10.76,41.58100000000002,False,36480,Springfield Zephyrs,MLB,1,$1.50,,contract,36480,Nestor Cortes,397.0,False,False,False,False,False,False,False,True,False,True,SP,SP,4.366005000000001
Tanner Scott,Tanner Scott,LAD,17586,414.96,6.56,76.56199999999995,True,35135,FA,MLB,1,$1.00,,contract,35135,Tanner Scott,433.0,False,False,False,False,False,False,False,False,True,True,RP,RP,4.2109099999999975
Brenton Doyle,Brenton Doyle,COL,25479,469.0,3.29,49.10000000000002,False,42462,FA,MLB,1,$1.00,,contract,42462,Brenton Doyle,511.0,False,False,False,False,False,True,True,False,False,False,OF,OF,4.173500000000002
CJ Abrams,CJ Abrams,WSN,25768,469.0,3.38,49.10000000000002,False,42402,Country Strong,MLB,8,$1.00,,contract,42402,CJ Abrams,506.0,False,False,False,False,True,False,True,False,False,False,SS,SS,4.173500000000002
Christian Walker,Christian Walker,HOU,13419,467.0,3.33,47.10000000000002,False,32758,FA,MLB,1,$1.00,,contract,32758,Christian Walker,558.0,False,True,False,False,False,False,True,False,False,False,1B,1B,4.0035000000000025
Josh Naylor,Josh Naylor,ARI,18839,465.0,3.31,45.10000000000002,False,35066,FA,MLB,1,$1.00,,contract,35066,Josh Naylor,487.0,False,True,False,False,False,False,True,False,False,False,1B,1B,3.833500000000002
Ezequiel Tovar,Ezequiel Tovar,COL,24064,463.0,3.09,43.10000000000002,False,4905919,Orlando Renegades,MLB,4,$1.05,,contract,4905919,Ezequiel Tovar,494.0,False,False,False,False,True,False,True,False,False,False,SS,SS,3.663500000000002
Spencer Arrighetti,Spencer Arrighetti,HOU,29921,360.55,13.53,34.61100000000005,False,4726080,FA,MLB,1,$1.00,,contract,4726080,Spencer Arrighetti,384.0,False,False,False,False,False,False,False,True,False,True,SP,SP,3.6341550000000047
Bryan Woo,Bryan Woo,SEA,30279,359.39,14.29,33.45100000000002,False,4629089,FA,MLB,1,$1.00,,contract,4629089,Bryan Woo,382.0,False,False,False,False,False,False,False,True,False,True,SP,SP,3.512355000000002
Tyler Anderson,Tyler Anderson,LAA,12880,359.31,12.64,33.37100000000004,False,32151,Midtown Jaguars,AAA,0,AAA opt,,AAA opt,32151,Tyler Anderson,362.0,False,False,False,False,False,False,False,True,False,True,SP,SP,3.503955000000004
Dansby Swanson,Dansby Swanson,CHC,18314,461.0,3.09,41.10000000000002,False,34895,FA,MLB,1,$1.00,,contract,34895,Dansby Swanson,497.0,False,False,False,False,True,False,True,False,False,False,SS,SS,3.4935000000000023
Bowden Francis,Bowden Francis,TOR,20548,358.17,11.59,32.23100000000005,False,4734325,FA,MLB,1,$1.00,,contract,4734325,Bowden Francis,383.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,3.3842550000000053
Charlie Morton,Charlie Morton,BAL,4676,356.3,13.71,30.361000000000047,False,29155,FA,MLB,1,$1.00,,contract,29155,Charlie Morton,412.0,False,False,False,False,False,False,False,True,False,True,SP,SP,3.1879050000000047
Vinnie Pasquantino,Vinnie Pasquantino,KCR,27676,455.0,3.27,35.10000000000002,False,4109109,Midtown Jaguars,MLB,1,$1.00,@,pre-arb,4109109,Vinnie Pasquantino,448.0,False,True,False,False,False,False,True,False,False,False,1B,1B,2.983500000000002
Nick Lodolo,Nick Lodolo,CIN,26378,353.81,14.73,27.87100000000004,False,42433,Detroit Nittany Tide,MLB,1,$1.00,@,pre-arb,42433,Nick Lodolo,363.0,False,False,False,False,False,False,False,True,False,True,SP,SP,2.9264550000000042
Dean Kremer,Dean Kremer,BAL,19350,353.59,13.32,27.65100000000001,False,38295,FA,MLB,1,$1.00,,contract,38295,Dean Kremer,317.0,False,False,False,False,False,False,False,True,False,True,SP,SP,2.903355000000001
Luis Robert Jr.,Luis Robert Jr.,CHW,20043,453.0,3.36,33.10000000000002,False,39631,Midtown Jaguars,MLB,2,$1.00,,contract,39631,Luis Robert Jr.,399.0,False,False,False,False,False,True,True,False,False,False,OF,OF,2.813500000000002
Trevor Megill,Trevor Megill,MIL,17722,388.02,7.14,49.62199999999996,True,40080,FA,MLB,1,$1.00,,contract,40080,Trevor Megill,333.0,False,False,False,False,False,False,False,False,True,True,RP,RP,2.7292099999999975
Steven Kwan,Steven Kwan,CLE,24610,452.0,3.08,32.10000000000002,False,41996,FA,MLB,1,$1.00,,contract,41996,Steven Kwan,492.0,False,False,False,False,False,True,True,False,False,False,OF,OF,2.728500000000002
Miles Mikolas,Miles Mikolas,STL,9803,351.13,12.22,25.19100000000003,False,32116,Dip City Thunder,AAA,0,AAA opt,,AAA opt,32116,Miles Mikolas,381.0,False,False,False,False,False,False,False,True,False,True,SP,SP,2.6450550000000033
Spencer Strider,Spencer Strider,ATL,27498,350.35,18.07,24.411000000000055,False,4307825,FA,MLB,1,$1.00,,contract,4307825,Spencer Strider,356.0,False,False,False,False,False,False,False,True,False,True,SP,SP,2.563155000000006
Nick Castellanos,Nick Castellanos,PHI,11737,450.0,3.04,30.100000000000023,False,31187,Structure Fire,MLB,1,$2.60,,contract,31187,Nick Castellanos,488.0,False,False,False,False,False,True,True,False,False,False,OF,OF,2.558500000000002
Triston Casas,Triston Casas,BOS,22514,450.0,3.24,30.100000000000023,False,41180,Dip City Thunder,MLB,2,$1.00,@,pre-arb,41180,Triston Casas,487.0,False,True,False,False,False,False,True,False,False,False,1B,1B,2.558500000000002
Paul Goldschmidt,Paul Goldschmidt,NYY,9218,450.0,3.18,30.100000000000023,False,31027,FA,MLB,1,$1.00,,contract,31027,Paul Goldschmidt,476.0,False,True,False,False,False,False,True,False,False,False,1B,1B,2.558500000000002
Mark Vientos,Mark Vientos,NYM,22184,449.0,3.09,29.100000000000023,False,41034,FA,MLB,1,$1.00,,contract,41034,Mark Vientos,443.0,False,False,False,True,False,False,True,False,False,False,3B,3B,2.4735000000000023
Seiya Suzuki,Seiya Suzuki,CHC,30116,448.0,3.46,28.100000000000023,False,4142424,Midtown Jaguars,MLB,1,40%,¹,arb1,4142424,Seiya Suzuki,476.0,False,False,False,False,False,True,True,False,False,False,OF,OF,2.3885000000000023
Adley Rutschman,Adley Rutschman,BAL,26288,448.0,3.07,28.100000000000023,False,42178,Cheating Raiders,MLB,1,$1.00,@,pre-arb,42178,Adley Rutschman,477.0,True,False,False,False,False,False,True,False,False,False,C,C,2.3885000000000023
Jake Irvin,Jake Irvin,WSN,21504,347.36,12.35,21.42100000000005,False,41290,Ryno World,AAA,0,AAA opt,,AAA opt,41290,Jake Irvin,396.0,False,False,False,False,False,False,False,True,False,True,SP,SP,2.2492050000000052
Alexis Díaz,Alexis Diaz,CIN,21132,378.87,6.14,40.47199999999998,True,4905920,FA,MLB,1,$1.00,,contract,4905920,Alexis Diaz,447.0,False,False,False,False,False,False,False,False,True,True,RP,RP,2.225959999999999
Cody Bellinger,Cody Bellinger,NYY,15998,446.0,3.31,26.100000000000023,False,33912,Cheating Raiders,MLB,1,$1.50,,contract,33912,Cody Bellinger,433.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,2.218500000000002
Justin Martinez,Justin Martinez,ARI,24453,377.92,6.15,39.52199999999999,True,5116851,FA,,,,,,5116851,Justin Martinez,417.0,False,False,False,False,False,False,False,False,True,True,RP,RP,2.1737099999999994
David Bednar,David Bednar,PIT,19569,376.66,6.5,38.262,True,38303,FA,MLB,1,$1.00,,contract,38303,David Bednar,442.0,False,False,False,False,False,False,False,False,True,True,RP,RP,2.10441
Clay Holmes,Clay Holmes,NYM,13649,345.27,8.44,19.331000000000017,False,32827,FA,MLB,1,$1.00,,contract,32827,Clay Holmes,234.0,False,False,False,False,False,False,False,False,True,True,RP,RP,2.0297550000000015
Jake Burger,Jake Burger,TEX,22275,443.0,3.14,23.100000000000023,False,39882,FA,MLB,1,$1.00,,contract,39882,Jake Burger,456.0,False,True,False,True,False,False,True,False,False,False,3B,3B/1B,1.963500000000002
Anthony Volpe,Anthony Volpe,NYY,27647,442.0,3.03,22.100000000000023,False,42547,Structure Fire,MLB,7,$2.50,,contract,42547,Anthony Volpe,509.0,False,False,False,False,True,False,True,False,False,False,SS,SS,1.878500000000002
Ryan Pressly,Ryan Pressly,CHC,7005,372.19,6.69,33.79199999999997,True,33072,Orlando Renegades,AAA,0,AAA opt,,AAA opt,33072,Ryan Pressly,331.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.8585599999999984
Matt McLain,Matt McLain,CIN,29695,441.0,3.48,21.100000000000023,False,4422899,West Coast Spartans,MLB,1,$6.10,,contract,4422899,Matt McLain,510.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,1.793500000000002
Gavin Williams,Gavin Williams,CLE,30122,342.44,13.26,16.501000000000033,False,4345076,Bayou Shooters,AA,U,$-,,AA,4345076,Gavin Williams,360.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.7326050000000035
Adolis García,Adolis Garcia,TEX,19287,439.0,3.22,19.100000000000023,False,35537,Cheating Raiders,MLB,1,$6.40,,contract,35537,Adolis Garcia,510.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.623500000000002
Jeremy Peña,Jeremy Pena,HOU,21636,439.0,2.9,19.100000000000023,False,41273,Dip City Thunder,MLB,1,40%,¹,arb1,41273,Jeremy Pena,477.0,False,False,False,False,True,False,True,False,False,False,SS,SS,1.623500000000002
Ryan McMahon,Ryan McMahon,COL,15112,439.0,3.0,19.100000000000023,False,33247,Midtown Jaguars,MLB,1,80%,³,arb3,33247,Ryan McMahon,434.0,False,False,False,True,False,False,True,False,False,False,3B,3B,1.623500000000002
Pete Fairbanks,Pete Fairbanks,TBR,17998,367.43,7.28,29.031999999999982,True,42180,FA,MLB,1,$1.00,,contract,42180,Pete Fairbanks,374.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.596759999999999
Yu Darvish,Yu Darvish,SDP,13074,340.97,14.87,15.031000000000065,False,32055,FA,MLB,1,$1.00,,contract,32055,Yu Darvish,299.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.5782550000000066
Alec Bohm,Alec Bohm,PHI,21618,438.0,3.04,18.100000000000023,False,41169,Dip City Thunder,MLB,1,60%,²,arb2,41169,Alec Bohm,448.0,False,False,False,True,False,False,True,False,False,False,3B,3B,1.538500000000002
Aaron Civale,Aaron Civale,MIL,19479,339.27,10.54,13.331000000000016,False,40934,FA,MLB,1,$1.00,,contract,40934,Aaron Civale,399.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.3997550000000016
Yandy Díaz,Yandy Diaz,TBR,16578,436.0,3.08,16.100000000000023,False,33481,FA,MLB,1,$1.00,,contract,33481,Yandy Diaz,434.0,False,True,False,False,False,False,True,False,False,False,1B,1B,1.368500000000002
Jordan Westburg,Jordan Westburg,BAL,27815,436.0,3.24,16.100000000000023,False,4298641,Orlando Renegades,MLB,1,$1.00,,contract,4298641,Jordan Westburg,466.0,False,False,True,True,False,False,True,False,False,False,2B,2B/3B,1.368500000000002
Cal Raleigh,Cal Raleigh,SEA,21534,435.0,3.07,15.100000000000025,False,41292,FA,MLB,1,$1.00,,contract,41292,Cal Raleigh,477.0,True,False,False,False,False,False,True,False,False,False,C,C,1.283500000000002
Eugenio Suárez,Eugenio Suarez,ARI,12552,435.0,3.02,15.100000000000025,False,32367,West Coast Spartans,AAA,0,AAA opt,,AAA opt,32367,Eugenio Suarez,483.0,False,False,False,True,False,False,True,False,False,False,3B,3B,1.283500000000002
Reese Olson,Reese Olson,DET,24968,337.87,12.94,11.93100000000004,False,4734319,Springfield Zephyrs,MLB,2,$1.00,,contract,4734319,Reese Olson,390.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.252755000000004
Gleyber Torres,Gleyber Torres,DET,16997,434.0,2.97,14.100000000000025,False,33804,FA,MLB,1,$1.00,,contract,33804,Gleyber Torres,455.0,False,False,True,False,False,False,True,False,False,False,2B,2B,1.1985000000000021
Kyle Finnegan,Kyle Finnegan,WSN,15009,359.34,6.46,20.94199999999995,True,36543,FA,MLB,1,$1.00,,contract,36543,Kyle Finnegan,429.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.1518099999999973
Jordan Romano,Jordan Romano,PHI,16122,358.66,7.31,20.262,True,36380,FA,MLB,1,$1.00,,contract,36380,Jordan Romano,213.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.1144100000000001
Christian Yelich,Christian Yelich,MIL,11477,433.0,3.6,13.100000000000025,False,31283,FA,MLB,1,$1.00,,contract,31283,Christian Yelich,488.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.1135000000000022
David Peterson,David Peterson,NYM,20302,336.07,12.38,10.131000000000029,False,40921,FA,,,,,,40921,David Peterson,293.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.063755000000003
Jeffrey Springs,Jeffrey Springs,ATH,17677,336.03,11.72,10.091000000000008,False,35397,FA,MLB,1,$1.00,,contract,35397,Jeffrey Springs,314.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.059555000000001
José Soriano,Jose Soriano,LAA,22100,335.87,13.26,9.93100000000004,False,40973,FA,,,,,,40973,Jose Soriano,296.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.042755000000004
Nick Martinez,Nick Martinez,CIN,12730,335.36,8.75,9.42100000000005,False,33372,FA,,,,,,33372,Nick Martinez,376.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,1.0
Bo Bichette,Bo Bichette,TOR,19612,431.0,3.07,11.100000000000025,False,38904,Midtown Jaguars,MLB,1,60%,²,arb2,38904,Bo Bichette,422.0,False,False,False,False,True,False,True,False,False,False,SS,SS,1.0
George Springer,George Springer,TOR,12856,431.0,3.14,11.100000000000025,False,32078,FA,MLB,1,$1.00,,contract,32078,George Springer,449.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Shane Baz,Shane Baz,TBR,22264,334.67,11.15,8.731000000000051,False,39639,Young Bucks,AA,U,$-,,AA,39639,Shane Baz,414.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Xander Bogaerts,Xander Bogaerts,SDP,12161,430.0,2.97,10.100000000000025,False,31606,FA,MLB,1,$1.00,,contract,31606,Xander Bogaerts,439.0,False,False,True,False,True,False,True,False,False,False,2B,2B/SS,1.0
Dylan Crews,Dylan Crews,WSN,33541,430.0,3.2,10.100000000000025,False,4719511,Orlando Renegades,MLB,3,$1.00,@,pre-arb,4719511,Dylan Crews,447.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Eduardo Rodriguez,Eduardo Rodriguez,ARI,13164,333.75,12.35,7.8110000000000355,False,32675,FA,MLB,1,$1.00,,contract,32675,Eduardo Rodriguez,332.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Isaac Paredes,Isaac Paredes,HOU,20036,429.0,3.04,9.100000000000025,False,39706,FA,MLB,1,$1.00,,contract,39706,Isaac Paredes,481.0,False,False,False,True,False,False,True,False,False,False,3B,3B,1.0
JJ Bleday,JJ Bleday,ATH,26368,429.0,3.0,9.100000000000025,False,42410,FA,,,,,,42410,JJ Bleday,458.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Clarke Schmidt,Clarke Schmidt,NYY,19899,332.72,11.5,6.781000000000063,False,41085,Cheating Raiders,MLB,1,$1.00,@,pre-arb,41085,Clarke Schmidt,407.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Masyn Winn,Masyn Winn,STL,27479,428.0,3.01,8.100000000000023,False,4683365,Springfield Zephyrs,AA,U,$-,,AA,4683365,Masyn Winn,450.0,False,False,False,False,True,False,True,False,False,False,SS,SS,1.0
Jacob deGrom,Jacob deGrom,TEX,10954,332.39,16.37,6.451000000000022,False,32796,Country Strong,MLB,2,$1.00,,contract,32796,Jacob deGrom,382.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Brandon Woodruff,Brandon Woodruff,MIL,16162,331.39,15.9,5.451000000000022,False,37515,FA,,,,,,37515,Brandon Woodruff,377.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Kenley Jansen,Kenley Jansen,LAA,3096,348.34,6.55,9.94199999999995,True,29630,FA,MLB,1,$1.00,,contract,29630,Kenley Jansen,331.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Carlos Estévez,Carlos Estevez,KCR,14542,348.1,5.87,9.701999999999998,True,34861,FA,MLB,1,$1.00,,contract,34861,Carlos Estevez,341.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Jurickson Profar,Jurickson Profar,ATL,10815,424.0,3.02,4.100000000000023,False,31117,FA,MLB,1,$1.00,,contract,31117,Jurickson Profar,482.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Brandon Nimmo,Brandon Nimmo,NYM,12927,424.0,3.18,4.100000000000023,False,32159,FA,MLB,1,$1.00,,contract,32159,Brandon Nimmo,485.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
