Name_x,NameASCII,Pro,FangraphsId,PTS,PTS/G,VORP,isRP,EspnId,TJ,Level,Yrs,Cost,Note,contractType,EspnId_y,Name_y,Espn_proj,C,1B,2B,3B,SS,OF,Util,SP,RP,P,DefaultPos,PosStr,Projected $
Camilo Doval,Camilo Doval,SFG,21992,268.1,4.35,-70.298,True,41337,FA,MLB,1,$1.00,,contract,41337,Camilo Doval,261.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Griffin Jax,Griffin Jax,MIN,20253,267.98,4.35,-70.418,True,42604,FA,MLB,1,$1.00,,contract,42604,Griffin Jax,253.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Porter Hodge,Porter Hodge,CHC,26413,266.05,4.74,-72.34800000000001,True,5185133,FA,,,,,,5185133,Porter Hodge,301.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Nolan Schanuel,Nolan Schanuel,LAA,33189,373.0,2.81,-46.89999999999998,False,4739755,FA,,,,,,4739755,Nolan Schanuel,407.0,False,True,False,False,False,False,True,False,False,False,1B,1B,1.0
Brandon Marsh,Brandon Marsh,PHI,20202,373.0,2.95,-46.89999999999998,False,40803,FA,,,,,,40803,Brandon Marsh,349.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Spencer Steer,Spencer Steer,CIN,26323,372.0,3.24,-47.89999999999998,False,4722857,Dip City Thunder,MLB,1,$1.00,@,pre-arb,4722857,Spencer Steer,514.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,1.0
Justin Verlander,Justin Verlander,SFG,8700,286.8,13.65,-39.13899999999995,False,6341,FA,MLB,1,$1.00,,contract,6341,Justin Verlander,297.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Carlos Santana,Carlos Santana,CLE,2396,371.0,2.82,-48.89999999999998,False,30280,FA,,,,,,30280,Carlos Santana,434.0,False,True,False,False,False,False,True,False,False,False,1B,1B,1.0
TJ Friedl,TJ Friedl,CIN,19522,371.0,3.09,-48.89999999999998,False,36020,FA,MLB,1,$1.00,,contract,36020,TJ Friedl,343.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Edwin Uceta,Edwin Uceta,TBR,20539,261.97,4.72,-76.428,True,41308,FA,,,,,,41308,Edwin Uceta,163.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Colt Keith,Colt Keith,DET,27899,370.0,2.84,-49.89999999999998,False,4683384,Springfield Zephyrs,AA,U,$-,,AA,4683384,Colt Keith,378.0,False,False,True,False,False,False,True,False,False,False,2B,2B,1.0
Lucas Giolito,Lucas Giolito,BOS,15474,285.38,11.0,-40.55899999999997,False,32697,Springfield Zephyrs,AA,U,$-,,AA,32697,Lucas Giolito,337.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Robert Garcia,Robert Garcia,TEX,23363,260.54,4.24,-77.858,True,5125167,FA,,,,,,5125167,Robert Garcia,184.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Will Smith,Will Smith,LAD,19197,379.0,3.13,-40.89999999999998,False,31549,FA,MLB,1,$1.00,,contract,31549,Will Smith,115.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Tyler Soderstrom,Tyler Soderstrom,ATH,27467,369.0,2.75,-50.89999999999998,False,4686066,Midtown Jaguars,AA,U,$-,,AA,4686066,Tyler Soderstrom,349.0,False,True,False,False,False,False,True,False,False,False,1B,1B,1.0
Ryan Mountcastle,Ryan Mountcastle,BAL,18373,369.0,2.97,-50.89999999999998,False,34940,FA,,,,,,34940,Ryan Mountcastle,382.0,False,True,False,False,False,False,True,False,False,False,1B,1B,1.0
Ben Joyce,Ben Joyce,LAA,31461,259.69,4.74,-78.70800000000003,True,4867388,Ryno World,AA,U,$-,,AA,4867388,Ben Joyce,203.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Cody Bradford,Cody Bradford,TEX,27597,258.14,6.27,-80.25800000000004,True,4142539,FA,,,,,,4142539,Cody Bradford,308.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Jason Adam,Jason Adam,SDP,11861,257.09,4.01,-81.30800000000005,True,32145,FA,,,,,,32145,Jason Adam,245.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Drew Rasmussen,Drew Rasmussen,TBR,25385,282.72,8.44,-43.21899999999994,False,42584,FA,MLB,1,$1.00,,contract,42584,Drew Rasmussen,244.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,1.0
Kyle Freeland,Kyle Freeland,COL,16256,282.71,10.56,-43.22899999999999,False,33839,FA,,,,,,33839,Kyle Freeland,249.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Jung Hoo Lee,Jung Hoo Lee,SFG,33824,365.0,3.02,-54.89999999999998,False,5134621,West Coast Spartans,MLB,2,$1.00,,contract,5134621,Jung Hoo Lee,375.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Logan O'Hoppe,Logan O'Hoppe,LAA,24729,364.0,2.89,-55.89999999999998,False,42047,Springfield Zephyrs,MLB,2,$1.00,@,pre-arb,42047,Logan O'Hoppe,396.0,True,False,False,False,False,False,True,False,False,False,C,C,1.0
Jordan Hicks,Jordan Hicks,SFG,19618,280.6,8.58,-45.33899999999994,False,37909,Structure Fire,MLB,1,$1.00,,contract,37909,Jordan Hicks,247.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,1.0
Martín Pérez,Martin Perez,CHW,6902,280.39,10.65,-45.54899999999998,False,31098,FA,MLB,1,$1.00,,contract,31098,Martin Perez,259.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Seth Halvorsen,Seth Halvorsen,COL,33294,251.43,4.29,-86.96800000000002,True,5204400,FA,,,,,,5204400,Seth Halvorsen,281.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Tyler Kinley,Tyler Kinley,COL,18297,250.89,4.32,-87.50800000000004,True,34166,FA,,,,,,34166,Tyler Kinley,191.0,False,False,False,False,False,False,False,False,True,True,RP,RP,1.0
Max Scherzer,Max Scherzer,TOR,3137,279.87,13.42,-46.06899999999996,False,28976,Ryno World,MLB,1,$1.00,,contract,28976,Max Scherzer,263.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Jose Quintana,Jose Quintana,MIL,11423,279.8,11.69,-46.13899999999995,False,32106,Young Bucks,AAA,0,AAA opt,,AAA opt,32106,Jose Quintana,327.0,False,False,False,False,False,False,False,True,False,True,SP,SP,1.0
Jo Adell,Jo Adell,LAA,20220,362.0,2.98,-57.89999999999998,False,40854,Structure Fire,AAA,2,$1.00,@,pre-arb,40854,Jo Adell,347.0,False,False,False,False,False,True,True,False,False,False,OF,OF,1.0
Max Meyer,Max Meyer,MIA,27474,278.28,9.67,-47.65899999999999,False,4345164,West Coast Spartans,AA,4,$1.70,,contract,4345164,Max Meyer,255.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Nolan Jones,Nolan Jones,COL,20529,361.0,3.04,-58.89999999999998,False,37340,Country Strong,AAA,2,$4.50,,contract,37340,Nolan Jones,332.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Grant Holmes,Grant Holmes,ATL,16944,277.98,6.69,-47.958999999999946,False,33840,FA,,,,,,33840,Grant Holmes,282.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Bryan Abreu,Bryan Abreu,HOU,16609,246.18,3.62,-92.21800000000002,True,41208,FA,,,,,,41208,Bryan Abreu,256.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
J.P. Crawford,J.P. Crawford,SEA,15491,359.0,2.72,-60.89999999999998,False,33210,FA,MLB,1,$1.00,,contract,33210,J.P. Crawford,361.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Jesus Tinoco,Jesus Tinoco,MIA,16300,243.81,4.12,-94.58800000000002,True,39822,FA,,,,,,39822,Jesus Tinoco,144.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Josh Jung,Josh Jung,TEX,26299,358.0,2.94,-61.89999999999998,False,42437,Country Strong,MLB,1,$1.00,@,pre-arb,42437,Josh Jung,319.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Reid Detmers,Reid Detmers,LAA,27468,274.12,10.58,-51.81899999999996,False,4326697,West Coast Spartans,MLB,1,40%,¹,arb1,4326697,Reid Detmers,358.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Austin Gomber,Austin Gomber,COL,16561,273.69,10.24,-52.24899999999997,False,34897,FA,,,,,,34897,Austin Gomber,338.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Orion Kerkering,Orion Kerkering,PHI,31776,237.81,4.09,-100.58800000000002,True,4630789,FA,,,,,,4630789,Orion Kerkering,228.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Germán Márquez,German Marquez,COL,15038,272.63,11.81,-53.30899999999997,False,34874,FA,,,,,,34874,German Marquez,237.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Kevin Ginkel,Kevin Ginkel,ARI,19876,235.06,3.96,-103.33800000000002,True,41432,FA,MLB,1,$1.00,,contract,41432,Kevin Ginkel,196.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jeimer Candelario,Jeimer Candelario,CIN,13621,353.0,2.95,-66.89999999999998,False,32531,FA,MLB,1,$1.00,,contract,32531,Jeimer Candelario,360.0,False,True,False,True,False,False,True,False,False,False,3B,3B/1B,0.0
Matt Shaw,Matt Shaw,CHC,sa3022615,353.0,3.05,-66.89999999999998,False,4867667,Cheating Raiders,AA,U,$-,,AA,4867667,Matt Shaw,396.0,False,False,True,True,True,False,True,False,False,False,2B,2B/3B/SS,0.0
Byron Buxton,Byron Buxton,MIN,14161,353.0,3.39,-66.89999999999998,False,32655,FA,,,,,,32655,Byron Buxton,371.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tyler Mahle,Tyler Mahle,TEX,16358,271.53,12.68,-54.40899999999999,False,34973,Detroit Nittany Tide,MLB,1,$1.85,,contract,34973,Tyler Mahle,265.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Kumar Rocker,Kumar Rocker,TEX,31843,271.09,10.53,-54.84899999999999,False,4414525,FA,MLB,1,$1.00,,contract,4414525,Kumar Rocker,343.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Trevor Larnach,Trevor Larnach,MIN,21501,352.0,3.03,-67.89999999999998,False,41205,FA,,,,,,41205,Trevor Larnach,330.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Jordan Walker,Jordan Walker,STL,27475,351.0,2.78,-68.89999999999998,False,4684778,Springfield Zephyrs,AA,U,$-,,AA,4684778,Jordan Walker,331.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Garrett Mitchell,Garrett Mitchell,MIL,27555,351.0,3.02,-68.89999999999998,False,4313442,FA,MLB,1,$1.00,,contract,4313442,Garrett Mitchell,385.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tyler Holton,Tyler Holton,DET,26231,231.76,3.93,-106.63800000000003,True,3983833,FA,,,,,,3983833,Tyler Holton,258.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Hayden Birdsong,Hayden Birdsong,SFG,31635,268.61,8.39,-57.32899999999995,False,5197166,FA,,,,,,5197166,Hayden Birdsong,291.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Joel Payamps,Joel Payamps,MIL,14332,226.02,3.79,-112.378,True,40021,FA,MLB,1,$1.00,,contract,40021,Joel Payamps,243.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Tony Gonsolin,Tony Gonsolin,LAD,19388,225.49,8.03,-112.90800000000002,True,38958,FA,,,,,,38958,Tony Gonsolin,212.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Luke Weaver,Luke Weaver,NYY,16918,225.34,3.83,-113.05800000000002,True,33770,FA,,,,,,33770,Luke Weaver,277.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Matt Strahm,Matt Strahm,PHI,13799,225.03,3.98,-113.36800000000002,True,34862,FA,,,,,,34862,Matt Strahm,203.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Kris Bubic,Kris Bubic,KCR,21455,225.01,6.69,-113.38800000000003,True,41201,FA,,,,,,41201,Kris Bubic,205.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ke'Bryan Hayes,Ke'Bryan Hayes,PIT,18577,346.0,2.76,-73.89999999999998,False,35020,Young Bucks,MLB,2,$1.50,²,arb2,35020,Ke'Bryan Hayes,342.0,False,False,False,True,False,False,True,False,False,False,3B,3B,0.0
Alec Burleson,Alec Burleson,STL,27615,346.0,2.94,-73.89999999999998,False,4345070,FA,,,,,,4345070,Alec Burleson,431.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Joc Pederson,Joc Pederson,TEX,11899,346.0,3.16,-73.89999999999998,False,31392,FA,,,,,,31392,Joc Pederson,400.0,False,False,False,False,False,False,True,False,False,False,Util,DH,0.0
Justin Slaten,Justin Slaten,BOS,25648,223.87,3.86,-114.52800000000002,True,4917925,FA,,,,,,4917925,Justin Slaten,153.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Beau Brieske,Beau Brieske,DET,26079,222.51,4.21,-115.88800000000003,True,4917779,FA,,,,,,4917779,Beau Brieske,145.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Jeremiah Estrada,Jeremiah Estrada,SDP,22210,222.44,3.79,-115.95800000000004,True,41014,FA,,,,,,41014,Jeremiah Estrada,213.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Blake Treinen,Blake Treinen,LAD,12572,221.99,4.28,-116.40800000000002,True,32185,FA,,,,,,32185,Blake Treinen,162.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Michael Soroka,Michael Soroka,WSN,18383,221.94,6.36,-116.45800000000004,True,34984,Bayou Shooters,MLB,1,$1.00,,contract,34984,Michael Soroka,190.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Cade Smith,Cade Smith,CLE,27867,221.65,3.5,-116.74800000000002,True,4987924,FA,,,,,,4987924,Cade Smith,218.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Geraldo Perdomo,Geraldo Perdomo,ARI,22799,344.0,2.66,-75.89999999999998,False,41355,FA,,,,,,41355,Geraldo Perdomo,260.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Michael Conforto,Michael Conforto,LAD,16376,344.0,2.95,-75.89999999999998,False,33711,FA,MLB,1,$1.00,,contract,33711,Michael Conforto,331.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tomoyuki Sugano,Tomoyuki Sugano,BAL,sa3025685,264.13,10.41,-61.80899999999997,False,4142423,FA,,,,,,4142423,Tomoyuki Sugano,341.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Sean Burke,Sean Burke,CHW,29878,263.88,9.74,-62.05899999999997,False,4867679,FA,,,,,,4867679,Sean Burke,294.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Trevor Story,Trevor Story,BOS,12564,343.0,3.04,-76.89999999999998,False,32150,FA,MLB,1,$1.00,,contract,32150,Trevor Story,362.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Casey Mize,Casey Mize,DET,20492,263.31,11.12,-62.62899999999996,False,41167,Ryno World,MLB,4,$1.00,,contract,41167,Casey Mize,234.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Davis Martin,Davis Martin,CHW,21448,263.28,10.63,-62.65899999999999,False,42823,FA,,,,,,42823,Davis Martin,241.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Kyle Gibson,Kyle Gibson,,10123,262.96,12.9,-62.97899999999999,False,31053,FA,MLB,1,$1.00,,contract,31053,Kyle Gibson,372.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
David Festa,David Festa,MIN,30056,262.9,9.01,-63.03899999999999,False,5124114,FA,,,,,,5124114,David Festa,340.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Simeon Woods Richardson,Simeon Woods Richardson,MIN,24494,262.73,10.51,-63.208999999999946,False,41383,FA,,,,,,41383,Simeon Woods Richardson,281.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Osvaldo Bido,Osvaldo Bido,ATH,23150,217.34,6.98,-121.05800000000002,True,5132624,FA,,,,,,5132624,Osvaldo Bido,138.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Paul Blackburn,Paul Blackburn,NYM,14739,217.31,6.08,-121.08800000000002,True,32776,Orlando Renegades,AAA,0,AAA opt,,AAA opt,32776,Paul Blackburn,142.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Tylor Megill,Tylor Megill,NYM,21318,217.21,6.05,-121.18800000000002,True,3332018,Dip City Thunder,AA,1,40%,¹,arb1,3332018,Tylor Megill,303.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Ryne Nelson,Ryne Nelson,ARI,26253,214.96,5.83,-123.43800000000002,True,4916269,Bayou Shooters,MLB,2,$1.00,@,pre-arb,4916269,Ryne Nelson,286.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Seranthony Domínguez,Seranthony Dominguez,BAL,19249,214.86,3.56,-123.538,True,37793,FA,MLB,1,$1.00,,contract,37793,Seranthony Dominguez,185.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Cole Sands,Cole Sands,MIN,21461,214.4,3.85,-123.99800000000002,True,3983841,FA,,,,,,3983841,Cole Sands,206.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Luis Garcia,Luis Garcia,HOU,23735,214.27,7.93,-124.128,True,33089,FA,,,,,,33089,Luis Garcia,142.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Luis Garcia,Luis Garcia,HOU,23735,214.27,7.93,-124.128,True,4684365,FA,,,,,,4684365,Luis Garcia,280.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Chad Green,Chad Green,TOR,15552,214.13,3.9,-124.26800000000004,True,33325,FA,MLB,1,$1.00,,contract,33325,Chad Green,287.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Javier Assad,Javier Assad,CHC,21741,260.63,8.26,-65.30899999999997,False,5002950,FA,MLB,1,$1.00,,contract,5002950,Javier Assad,353.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Colin Rea,Colin Rea,CHC,12317,260.53,8.96,-65.40899999999999,False,33950,Detroit Nittany Tide,AAA,0,AAA opt,,AAA opt,33950,Colin Rea,206.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Austin Wells,Austin Wells,NYY,27562,339.0,2.77,-80.89999999999998,False,4683349,Springfield Zephyrs,AAA,2,$1.00,@,pre-arb,4683349,Austin Wells,343.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Evan Carter,Evan Carter,TEX,27790,339.0,2.98,-80.89999999999998,False,4917921,West Coast Spartans,MLB,2,$1.00,@,pre-arb,4917921,Evan Carter,351.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Brayan Rocchio,Brayan Rocchio,CLE,23690,338.0,2.4,-81.89999999999998,False,41217,FA,,,,,,41217,Brayan Rocchio,311.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Matthew Boyd,Matthew Boyd,CHC,15440,259.57,11.49,-66.36899999999997,False,34401,FA,MLB,1,$1.00,,contract,34401,Matthew Boyd,335.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Hayden Wesneski,Hayden Wesneski,HOU,27581,211.55,5.78,-126.848,True,42996,Dip City Thunder,Cut,1,$1.50,,cut,42996,Hayden Wesneski,122.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
MJ Melendez,MJ Melendez,KCR,22197,337.0,2.82,-82.89999999999998,False,40948,Bayou Shooters,MLB,1,$1.00,@,pre-arb,40948,MJ Melendez,337.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Wilyer Abreu,Wilyer Abreu,BOS,23772,336.0,3.05,-83.89999999999998,False,4990055,FA,,,,,,4990055,Wilyer Abreu,419.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Justin Anderson,Justin Anderson,CHW,16201,207.27,3.51,-131.128,True,37611,FA,,,,,,37611,Justin Anderson,138.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jackson Holliday,Jackson Holliday,BAL,31781,335.0,2.79,-84.89999999999998,False,5080633,Country Strong,MLB,9,$1.15,,contract,5080633,Jackson Holliday,411.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Luke Raley,Luke Raley,SEA,19354,335.0,2.83,-84.89999999999998,False,40422,FA,,,,,,40422,Luke Raley,358.0,False,True,False,False,False,True,True,False,False,False,OF,OF/1B,0.0
Derek Law,Derek Law,WSN,13133,206.06,3.22,-132.33800000000002,True,33139,FA,,,,,,33139,Derek Law,202.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
José Leclerc,Jose Leclerc,ATH,14524,205.93,3.35,-132.46800000000002,True,33926,FA,MLB,1,$1.00,,contract,33926,Jose Leclerc,195.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Pierce Johnson,Pierce Johnson,ATL,13435,205.71,3.45,-132.68800000000002,True,32777,FA,,,,,,32777,Pierce Johnson,169.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yariel Rodríguez,Yariel Rodriguez,TOR,33838,205.68,5.26,-132.71800000000002,True,4411979,FA,,,,,,4411979,Yariel Rodriguez,284.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Reed Garrett,Reed Garrett,NYM,16866,204.72,3.61,-133.67800000000005,True,36526,FA,MLB,1,$1.00,,contract,36526,Reed Garrett,194.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Joey Cantillo,Joey Cantillo,CLE,23335,204.51,8.63,-133.88800000000003,True,42488,FA,,,,,,42488,Joey Cantillo,166.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
J.T. Realmuto,J.T. Realmuto,PHI,11739,332.0,2.91,-87.89999999999998,False,32177,FA,MLB,1,$1.00,,contract,32177,J.T. Realmuto,354.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Tyler Stephenson,Tyler Stephenson,CIN,17988,332.0,2.79,-87.89999999999998,False,34975,Detroit Nittany Tide,AAA,0,AAA opt,,AAA opt,34975,Tyler Stephenson,378.0,True,False,False,False,False,False,True,False,False,False,C,C,0.0
Mitch Spence,Mitch Spence,ATH,27707,254.78,9.53,-71.15899999999996,False,4987645,FA,,,,,,4987645,Mitch Spence,282.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Jorge López,Jorge Lopez,WSN,14527,201.1,3.42,-137.29800000000003,True,33833,FA,,,,,,33833,Jorge Lopez,147.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Bailey Falter,Bailey Falter,PIT,20070,253.79,7.64,-72.14899999999997,False,4705677,FA,,,,,,4705677,Bailey Falter,291.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Michael Kopech,Michael Kopech,LAD,17282,200.44,4.14,-137.95800000000003,True,33763,Ryno World,MLB,1,$1.00,@,pre-arb,33763,Michael Kopech,222.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Thairo Estrada,Thairo Estrada,COL,16426,329.0,2.85,-90.89999999999998,False,36485,FA,MLB,1,$1.00,,contract,36485,Thairo Estrada,387.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
Mike Yastrzemski,Mike Yastrzemski,SFG,14854,329.0,2.74,-90.89999999999998,False,33341,FA,,,,,,33341,Mike Yastrzemski,358.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Taylor Rogers,Taylor Rogers,CIN,13449,194.96,3.34,-143.43800000000002,True,33671,FA,,,,,,33671,Taylor Rogers,174.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Jacob Young,Jacob Young,WSN,29931,327.0,2.57,-92.89999999999998,False,4414210,FA,,,,,,4414210,Jacob Young,358.0,False,False,False,False,False,True,True,False,False,False,OF,OF,0.0
Tony Santillan,Tony Santillan,CIN,19926,194.46,3.55,-143.93800000000002,True,40950,FA,,,,,,40950,Tony Santillan,80.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
José Alvarado,Jose Alvarado,PHI,17780,194.42,3.43,-143.97800000000004,True,36063,FA,MLB,1,$1.00,,contract,36063,Jose Alvarado,188.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Yimi García,Yimi Garcia,TOR,12095,194.05,3.6,-144.348,True,32888,FA,MLB,1,$1.00,,contract,32888,Yimi Garcia,156.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Anthony Bender,Anthony Bender,MIA,19742,193.7,3.48,-144.69800000000004,True,42171,FA,,,,,,42171,Anthony Bender,157.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Ha-Seong Kim,Ha-Seong Kim,TBR,27506,326.0,3.03,-93.89999999999998,False,4089862,FA,MLB,1,$1.00,,contract,4089862,Ha-Seong Kim,302.0,False,False,False,False,True,False,True,False,False,False,SS,SS,0.0
Griffin Canning,Griffin Canning,NYM,19867,193.26,6.25,-145.13800000000003,True,41065,West Coast Spartans,MLB,1,$1.00,@,pre-arb,41065,Griffin Canning,182.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Jared Koenig,Jared Koenig,MIL,27517,192.33,3.49,-146.068,True,4995802,FA,,,,,,4995802,Jared Koenig,103.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Dennis Santana,Dennis Santana,PIT,17878,191.0,3.17,-147.39800000000002,True,39801,FA,,,,,,39801,Dennis Santana,147.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Garrett Cleavinger,Garrett Cleavinger,TBR,17897,188.97,3.26,-149.42800000000005,True,36429,FA,,,,,,36429,Garrett Cleavinger,178.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Matt Vierling,Matt Vierling,DET,21558,323.0,2.85,-96.89999999999998,False,41636,FA,,,,,,41636,Matt Vierling,383.0,False,False,False,True,False,True,True,False,False,False,OF,OF/3B,0.0
Garrett Whitlock,Garrett Whitlock,BOS,20191,187.95,4.04,-150.44800000000004,True,39674,Structure Fire,MLB,1,40%,¹,arb1,39674,Garrett Whitlock,183.0,False,False,False,False,False,False,False,True,False,True,SP,SP,0.0
Bryan Hudson,Bryan Hudson,MIL,19924,187.77,3.58,-150.628,True,4991171,FA,,,,,,4991171,Bryan Hudson,136.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Keegan Akin,Keegan Akin,BAL,19362,186.98,3.1,-151.41800000000003,True,36724,FA,,,,,,36724,Keegan Akin,208.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Victor Vodnik,Victor Vodnik,COL,24614,186.38,3.26,-152.01800000000003,True,4722599,FA,,,,,,4722599,Victor Vodnik,183.0,False,False,False,False,False,False,False,False,True,True,RP,RP,0.0
Albert Suárez,Albert Suarez,BAL,6175,185.85,3.78,-152.54800000000003,True,31109,FA,,,,,,31109,Albert Suarez,244.0,False,False,False,False,False,False,False,True,True,True,SP,SP/RP,0.0
Michael Massey,Michael Massey,KCR,27684,321.0,2.75,-98.89999999999998,False,4109223,FA,,,,,,4109223,Michael Massey,213.0,False,False,True,False,False,False,True,False,False,False,2B,2B,0.0
